Entity:4:altId:次标识符:alt_id:Sot:20:用于标识特定的样本数据。
::createdDate:创建日期:created_date:DTt:0:数据的创建日期，一旦创建无法更改。
::lastModified:更新日期:last_modified:DTt:0:数据最后一次修改的日期。（每次保存时自动更新）
::version:版本:version:Nt:8:数据的版本，原有的数据只能被更新版的数据取代。
CEntity:2:aclId:安全策略:acl_id:Not:8:该记录上启用的安全策略的ID。
::owner:属主:owner:Rot:0:记录的拥有者。属主用户对记录拥有所有权限，除非记录被系统锁定。
UIEntity:2:description:描述:description:Sot:200:对数据的简略的描述。（通常不同于备注）
::label:标签:label:Sot:100:记录的标识标签，简短的概要、或通常是唯一的显示名称。
UIEntityAuto:1:id:标识符:id:Not:0:记录的标识符、主键。
MomentInterval:2:beginTime:起始时间:begin_time:DTot:0:反应记录对应事件的发生时刻。
::endTime:终止时间:end_time:DTot:0:反应记录对应事件的结束时刻。
MakeTaskItem:7:deadline:交货期限:deadline:DTo:0:生产任务上的交货期限。比定单上的交货期限一般要提前一些。
::index:序号:index:N:8:单据内部的序号，在办面上显示的进修发挥作用。
::part:产品:part:Ro:0:生产任务对应的产品。
::processes:工艺流转单:processes:No:0:本条生产任务对应的工艺流转单列表。
::quantity:生产数量:quantity:No:21.4:本生产任务需要生产的产品数量。
::status:（无名称）:status:So:40:（略）
::task:生产任务:task:Ro:0:生产任务主控类。
